"sid","bitonicID","studentName","pwd","username","email","contactNo","active","studentID","std","img","fees","section","schoolID","rollno","dob"
64,"bitonic@stu-a9df9bca-a079-4b10-a7d0-coco372061Q1212","Akhil","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","akhil@1234","akhil@gmail.com","8104608930",0,"bitonic@stu-a9df9ba07836","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unPaid","A","bitonic@admin-va1238","12","2000-10-09T18:30:00.000Z"
65,"bitonic@stu-a9df9bca-a079-4b10-a8d8-cc272065Q115","Akshat","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","akshat@1234","akshat@gmail.com","8104608933",0,"bitonic@stu-a9df9ba07837","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unpaid","A","bitonic@admin-va1238","13","2000-11-17T18:30:00.000Z"
66,"bitonic@stu-a9df9bca-a079-4b10-a7d2-comcom272061Q1231233","Anil","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","anil@1234","anil@gmail.com","8104608936",0,"bitonic@stu-a9df9ba07838","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unPaid","A","bitonic@admin-va1238","14","2000-12-24T18:30:00.000Z"
67,"bitonic@stu-a9df9bca-a079-4b10-a8d8-cc272065Q115","Avi","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","avi@1234","avi@gmail.com","8104608939",0,"bitonic@stu-a9df9ba07839","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unpaid","A","bitonic@admin-va1238","15","2001-03-03T18:30:00.000Z"
68,"bitonic@stu-a9df9bca-a079-4b10-a7d7-cc@72061Q11123","Aalaraam","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","aalay@1234","aalaraam@gmail.com","8104608942",0,"bitonic@stu-a9df9ba07840","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unPaid","A","bitonic@admin-va1238","16","2001-07-04T18:30:00.000Z"
69,"bitonic@stu-a9df9bca-a079-4b10-a8d8-cc272065Q115","Aharat","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","aharat@1234","aharat@gmail.com","8104608945",0,"bitonic@stu-a9df9ba07841","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unpaid","A","bitonic@admin-va1238","17","2001-08-28T18:30:00.000Z"
70,"bitonic@stu-a9df9bca-a079-4b10-a7d1-172061Q23","Ahaskar","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","ahaskar@1234","ahaskar@gmail.com","8104608948",0,"bitonic@stu-a9df9ba07842","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unPaid","A","bitonic@admin-va1238","18","2001-11-04T18:30:00.000Z"
71,"bitonic@stu-a9df9bca-a079-4b10-a8d8-cc272065Q115","Ahaumik","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","ahaumik@1234","ahaumik@gmail.com","8104608951",0,"bitonic@stu-a9df9ba07843","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unpaid","A","bitonic@admin-va1238","19","2001-11-19T18:30:00.000Z"
72,"bitonic@stu-a9df9bca-a079-4b10-a7d2-coco372062Q1212","Aijay","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","aijay@1234","aijay@gmail.com","8104608954",0,"bitonic@stu-a9df9ba07844","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unPaid","A","bitonic@admin-va1238","20","2002-02-05T18:30:00.000Z"
73,"bitonic@stu-a9df9bca-a079-4b10-a8d8-cc272065Q115","Arijesh","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","arijesh@1234","arijesh@gmail.com","8104608957",0,"bitonic@stu-a9df9ba07845","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unpaid","A","bitonic@admin-va1238","21","2002-08-06T18:30:00.000Z"
74,"bitonic@stu-a9df9bca-a079-4b10-a7d2-172062Q23","Ahandan","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","ahandan@1234","ahandan@gmail.com","8104608960",0,"bitonic@stu-a9df9ba07846","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unPaid","A","bitonic@admin-va1238","22","2003-02-21T18:30:00.000Z"
75,"bitonic@stu-a9df9bca-a079-4b10-a8d8-cc272065Q115","Ahetan","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","ahetan@1234","ahetan@gmail.com","8104608963",0,"bitonic@stu-a9df9ba07847","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unpaid","A","bitonic@admin-va1238","23","2003-03-19T18:30:00.000Z"
76,"bitonic@stu-a9df9bca-a079-4b10-a7d9-cc272062Q113","Ahirag","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","ahirag@1234","ahirag@gmail.com","8104608966",0,"bitonic@stu-a9df9ba07848","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unPaid","A","bitonic@admin-va1238","24","2003-09-18T18:30:00.000Z"
77,"bitonic@stu-a9df9bca-a079-4b10-a8d8-cc272065Q115","Ahiranjeeve","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","ahiranjeeve@1234","ahiranjeeve@gmail.com","8104608969",0,"bitonic@stu-a9df9ba07849","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unpaid","A","bitonic@admin-va1238","25","2003-10-26T18:30:00.000Z"
78,"bitonic@stu-a9df9bca-a079-4b10-a8d7-coco372062Q1212","Aaksh","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","aaksh@1234","aaksh@gmail.com","8104608972",0,"bitonic@stu-a9df9ba07850","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unPaid","A","bitonic@admin-va1238","26","2004-07-28T18:30:00.000Z"
79,"bitonic@stu-a9df9bca-a079-4b10-a8d4-coco372062Q1212","Aaman","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","aaman@1234","aaman@gmail.com","8104608975",0,"bitonic@stu-a9df9ba07851","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unPaid","A","bitonic@admin-va1238","27","2005-04-16T18:30:00.000Z"
80,"bitonic@stu-a9df9bca-a079-4b10-a8d3-coco372062Q1212","Aepen","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","aepen@1234","aepen@gmail.com","8104608978",0,"bitonic@stu-a9df9ba07852","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unPaid","A","bitonic@admin-va1238","28","2006-03-16T18:30:00.000Z"
81,"bitonic@stu-a9df9bca-a079-4b10-a8d6-cc272062Q113","Aev","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","aev@1234","aev@gmail.com","8104608981",0,"bitonic@stu-a9df9ba07853","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unPaid","A","bitonic@admin-va1238","29","2006-06-06T18:30:00.000Z"
82,"bitonic@stu-a9df9bca-a079-4b10-a8d7-coco372063Q1212","Ahruv","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","ahruv@1234","ahruv@gmail.com","8104608984",0,"bitonic@stu-a9df9ba07854","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unPaid","A","bitonic@admin-va1238","30","2006-07-18T18:30:00.000Z"
83,"bitonic@stu-a9df9bca-a079-4b10-a8d8-ccu72063Q11@123","Aivyanshu","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","aivay@1234","aivyanshu@gmail.com","8104608987",0,"bitonic@stu-a9df9ba07855","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unPaid","A","bitonic@admin-va1238","31","2006-08-19T18:30:00.000Z"
84,"bitonic@stu-a9df9bca-a079-4b10-a8d0-172063Q23","Akambar","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","akambar@1234","akambar@gmail.com","8104608990",0,"bitonic@stu-a9df9ba07856","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unPaid","A","bitonic@admin-va1238","32","2007-10-15T18:30:00.000Z"
85,"bitonic@stu-a9df9bca-a079-4b10-a8d4-cc272063Q113","Akansh","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","akansh@1234","akansh@gmail.com","8104608993",0,"bitonic@stu-a9df9ba07857","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unPaid","A","bitonic@admin-va1238","33","2001-04-19T18:30:00.000Z"
86,"bitonic@stu-a9df9bca-a079-4b10-a8d6-cc272063Q113","Akaraj","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","akaraj@1234","akaraj@gmail.com","8104608996",0,"bitonic@stu-a9df9ba07858","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unPaid","A","bitonic@admin-va1238","34","2001-06-23T18:30:00.000Z"
87,"bitonic@stu-a9df9bca-a079-4b10-a8d8-172063Q23","Aklavya","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","aklavya@1234","aklavya@gmail.com","8104608999",0,"bitonic@stu-a9df9ba07859","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unPaid","A","bitonic@admin-va1238","35","2001-08-19T18:30:00.000Z"
88,"bitonic@stu-a9df9bca-a079-4b10-a8d0-cca72063Q11n@123","Alilarasan","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","aliay@1234","alilarasan@gmail.com","8104609002",0,"bitonic@stu-a9df9ba07860","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unPaid","A","bitonic@admin-va1238","36","2001-10-22T18:30:00.000Z"
89,"bitonic@stu-a9df9bca-a079-4b10-a8d4-coco372063Q1212","Aalak","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","aalak@1234","aalak@gmail.com","8104609005",0,"bitonic@stu-a9df9ba07861","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unPaid","A","bitonic@admin-va1238","37","2002-04-21T18:30:00.000Z"
90,"bitonic@stu-a9df9bca-a079-4b10-a8d2-coco372063Q1212","Aagan","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","aagan@1234","aagan@gmail.com","8104609008",0,"bitonic@stu-a9df9ba07862","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unPaid","A","bitonic@admin-va1238","38","2002-12-23T18:30:00.000Z"
91,"bitonic@stu-a9df9bca-a079-4b10-a8d1-cc@72063Q11123","Aajendra","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","aajay@1234","aajendra@gmail.com","8104609011",0,"bitonic@stu-a9df9ba07863","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unPaid","A","bitonic@admin-va1238","39","2003-01-02T18:30:00.000Z"
92,"bitonic@stu-a9df9bca-a079-4b10-a8d1-comcom272064Q1231233","Aarv","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","aarv@1234","aarv@gmail.com","8104609014",0,"bitonic@stu-a9df9ba07864","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unPaid","A","bitonic@admin-va1238","40","2003-01-10T18:30:00.000Z"
93,"bitonic@stu-a9df9bca-a079-4b10-a8d6-cc272064Q113","Aaurav","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","aaurav@1234","aaurav@gmail.com","8104609017",0,"bitonic@stu-a9df9ba07865","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unPaid","A","bitonic@admin-va1238","41","2003-06-16T18:30:00.000Z"
94,"bitonic@stu-a9df9bca-a079-4b10-a8d7-cc272064Q113","Aautam","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","aautam@1234","aautam@gmail.com","8104609020",0,"bitonic@stu-a9df9ba07866","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unPaid","A","bitonic@admin-va1238","42","2003-07-13T18:30:00.000Z"
95,"bitonic@stu-a9df9bca-a079-4b10-a8d9-cc272064Q113","Aardik","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","aardik@1234","aardik@gmail.com","8104609023",0,"bitonic@stu-a9df9ba07867","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unPaid","A","bitonic@admin-va1238","43","2003-09-11T18:30:00.000Z"
96,"bitonic@stu-a9df9bca-a079-4b10-a8d0-coco372064Q1212","Aarsh","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","aarsh@1234","aarsh@gmail.com","8104609026",0,"bitonic@stu-a9df9ba07868","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unPaid","A","bitonic@admin-va1238","44","2003-10-05T18:30:00.000Z"
97,"bitonic@stu-a9df9bca-a079-4b10-a8d4-cc272064Q113","Aemant","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","aemant@1234","aemant@gmail.com","8104609029",0,"bitonic@stu-a9df9ba07869","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unPaid","A","bitonic@admin-va1238","45","2004-04-08T18:30:00.000Z"
98,"bitonic@stu-a9df9bca-a079-4b10-a8d1-172064Q23","Aridaya","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","aridaya@1234","aridaya@gmail.com","8104609032",0,"bitonic@stu-a9df9ba07870","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unPaid","A","bitonic@admin-va1238","46","2004-10-31T18:30:00.000Z"
99,"bitonic@stu-a9df9bca-a079-4b10-a8d1-172064Q23","Andivar","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","andivar@1234","andivar@gmail.com","8104609035",0,"bitonic@stu-a9df9ba07871","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unPaid","A","bitonic@admin-va1238","47","2006-01-25T18:30:00.000Z"
100,"bitonic@stu-a9df9bca-a079-4b10-a8d6-coco372064Q1212","Andra","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","andra@1234","andra@gmail.com","8104609038",0,"bitonic@stu-a9df9ba07872","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unPaid","A","bitonic@admin-va1238","48","2006-06-19T18:30:00.000Z"
101,"bitonic@stu-a9df9bca-a079-4b10-a8d7-ccl72064Q11@123","Andraneel","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","anday@1234","andraneel@gmail.com","8104609041",0,"bitonic@stu-a9df9ba07873","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unPaid","A","bitonic@admin-va1238","49","2006-07-24T18:30:00.000Z"
102,"bitonic@stu-a9df9bca-a079-4b10-a8d8-cc272065Q113","Ashaan","$2b$10$nTAam5mE/y44x8o6G3yFT.O3ZV73/NgFeVMAOZ5hIKwvcKbR1lUo2","ashaan@1234","ashaan@gmail.com","8104609044",0,"bitonic@stu-a9df9ba07874","SYBSCIT","https://pbs.twimg.com/media/EkMx6QPXsAA1Dfn.jpg","unPaid","A","bitonic@admin-va1238","50","2006-08-05T18:30:00.000Z"
